4827	1717
19084	19701
18198	11947
18614	13991
19701	7057
25110	7407
23111	24838
4956	12082
26893	17086
21531	16886
25582	25116
25579	13750
25732	2400
25931	21696
24265	28319
27318	22398
3817	22068
15360	16702
9945	26672
21531	17412
8003	20303
15801	4148
6586	10824
19417	11778
20303	24057
8651	5949
2340	14643
13954	6741
5087	2233
25638	19637
27786	6575
22610	13467
27304	25265
18172	7289
6884	1050
23952	5918
2637	21731
3940	8329
13786	12535
26922	24407
18680	27575
4349	24312
5010	22275
5654	17961
27543	26693
608	14438
3072	21531
25579	24571
24946	11478
26870	435
9887	3288
4660	27039
17203	9892
13972	7841
15972	9660
11337	20971
22138	27460
9115	2161
12453	25766
5762	16957
12791	14411
22672	3650
17343	10553
19569	16822
18613	7682
8219	18035
28718	16612
1554	15437
9780	21
23090	25818
28394	22321
17768	5175
1861	6024
20159	9049
8504	23634
20041	25579
24170	17915
16544	26580
1415	12263
20105	4012
19015	26522
14989	14438
1711	24375
16009	17306
23422	3857
7283	28092
23360	25579
13279	10960
13582	16699
5939	22200
3249	14752
6210	2890
12762	24645
6210	3421
12870	15988
26673	9361
28820	27957
23652	3542
21857	11668
26342	3331
6952	24277
6210	12999
26619	7768
6210	13643
12519	19138
24460	1923
17523	23023
23090	3275
25444	15332
28941	9774
11710	10118
9975	15928
6021	27493
9006	7407
25579	26267
3392	6821
8972	14438
1286	16192
16200	10766
7921	13239
14080	13381
22953	27303
5360	21466
13395	18644
84	2871
23090	16109
25579	27090
2683	16548
24690	24380
1846	6084
9957	27580
681	1083
22421	8206
12313	4451
8544	20995
18257	6210
9304	10826
22179	6746
15204	21210
6139	17660
7143	26786
19884	24679
19298	19068
23176	2094
1826	26539
4697	63
28947	13383
15790	15129
19848	9626
1014	3292
6182	23337
1394	2577
11069	18513
4784	4884
3434	24952
27614	2585
23971	6689
21915	15020
14837	25821
25822	19657
28213	24573
25579	24428
24887	28706
14191	12880
3249	28410
23177	6210
15935	8312
17396	25510
16416	16422
3392	14853
26447	10087
19191	12059
18213	5580
7771	545
9690	27548
509	25579
6210	24823
17335	9217
2257	8374
214	13220
1163	23553
9069	9180
1840	6460
14162	7814
16381	1853
14507	5646
19257	14341
23090	11053
20716	28848
17086	10153
14588	13182
19256	22904
8928	1554
9166	27607
11341	4799
16056	11759
28899	8219
8660	3392
18066	12545
26369	11113
9966	18705
1548	21450
27840	18258
9217	6210
27409	17813
13109	18952
6838	8151
3192	24522
19437	17649
24292	25247
19985	26059
8105	9536
17768	28255
27533	13130
22591	13222
2976	7772
25579	9413
2328	26676
19142	1867
1233	17847
1234	16262
18869	27146
16238	14873
23971	12915
8202	8880
25308	1675
28008	6283
12632	17699
18816	16507
7267	28947
20999	26996
11584	5488
6466	16281
81	6513
1250	26739
8059	7367
26670	27688
10308	6210
20215	14200
21630	22356
12097	14175
8288	23922
26922	13378
1206	24736
24053	8401
3109	16485
4287	11754
6068	9180
27642	10820
17073	2372
10766	9395
17076	12524
6151	14507
21866	14955
15994	523
21349	18967
6687	25579
8675	6210
6210	28718
9608	19325
12930	28865
843	20572
18774	21507
20081	21124
26509	9743
23090	26147
17039	20523
18009	19985
11348	26439
4368	21769
11759	11197
18648	27955
19701	20025
1160	28840
5842	22694
19985	6131
220	9395
26286	26521
21045	15376
5247	9451
28206	15898
17527	5135
3545	6210
15200	28022
2853	7085
25865	4712
27001	17387
8877	10578
9256	1816
12930	8329
25579	5601
3827	6299
6059	22241
25579	13392
22624	28554
10818	18238
21642	15365
17815	14507
4023	25650
12014	10765
8489	25028
27835	26379
10936	20877
15263	15715
23202	23837
16920	8634
16422	27490
16339	18308
27566	6923
13642	2683
9492	27297
7234	9807
15013	25362
14366	28326
18942	6442
26189	19518
20862	16275
28107	6372
20303	28764
3151	6210
2693	1198
22722	10524
23677	24361
9396	23730
21482	28369
21932	23170
14922	25506
8776	9982
3610	18691
22261	18066
27797	3271
28220	13576
25193	433
16660	23307
24692	5927
10942	10287
10076	22761
22317	3349
17445	234
18780	3094
21531	16498
20666	12870
23473	4229
25019	22668
13694	4210
9450	25006
23495	4779
19662	23090
2343	25821
6210	17415
6131	16093
16291	8263
3042	22956
9135	28732
19285	27530
18624	18049
23837	16245
27801	1849
5058	11902
3907	2226
22255	17406
14498	25159
18954	7869
910	28715
14200	13350
21616	22325
24600	6260
722	672
22133	7367
4052	11220
8869	7623
23090	25191
16594	13647
5547	25972
65	17410
7792	24650
9425	10632
28635	20487
13644	6598
26499	9529
27900	13157
23734	21166
13737	28169
28172	8882
28170	12411
2539	14866
2374	1944
10420	9039
7009	3062
9315	14116
23999	7199
28395	19970
9400	21383
12464	27643
14072	13898
9815	14143
14366	4720
5058	3791
16569	9883
26462	26250
240	6210
3542	1542
28354	17420
9904	15763
20850	21613
1735	16046
8213	12329
20256	27338
1112	10518
18454	19836
23090	3660
16551	22617
27394	18319
23125	9325
2873	14291
4240	1853
19569	15185
24454	15026
5996	5588
16396	24868
19125	539
17324	27598
15376	14987
4708	17048
13261	12520
1316	14226
396	9508
25308	23322
21016	1420
4559	4958
24952	23128
10673	27585
28516	25579
3651	26965
14214	14668
23090	11704
19058	20303
6393	25348
15944	23654
6089	25579
19004	11644
22711	9753
5010	8847
25996	21887
16656	11275
21330	11298
6210	28402
16163	27490
27289	27585
19279	14585
8213	7687
18184	17819
15854	4575
6796	17548
2386	25146
18542	14873
6041	14683
11275	18713
16159	24654
12042	18380
20920	12428
11993	843
11503	25471
19191	7538
11662	2928
4766	6210
3442	21488
21430	15223
6943	26678
15173	23090
17796	6264
20964	1184
25579	5393
21981	3247
10737	13271
5008	19384
6139	6210
15722	4282
14507	14956
5230	4342
23290	5881
23090	19209
494	23591
14175	25161
24032	19665
9939	5189
1840	8754
843	13480
19484	17960
7326	12895
16953	26377
16889	12098
8924	28938
12082	6788
18877	9311
12063	8880
6227	1268
28844	4528
12246	10673
3351	843
16435	19044
28492	24192
25802	24663
24414	14728
10632	15376
18348	20695
6085	868
25890	27866
1548	27064
21633	28543
3002	23158
25579	18394
9490	19074
10970	15651
20144	8462
4552	11002
12057	4518
4372	2641
23605	13369
5230	10970
4234	25213
15667	3001
14590	18010
22743	6447
11464	24467
25579	10501
6210	18850
11074	1465
5041	9060
28674	21349
26287	24798
18726	23090
2257	8847
1946	6210
5986	27684
4246	20303
2790	26556
26032	21349
14197	2637
25864	15013
14017	6210
26038	5960
27516	3442
7162	3654
13473	16441
10524	25727
28377	21053
19520	26052
14438	16798
11710	22234
10359	20905
13580	5606
1429	21073
26473	12739
18948	27373
28453	3245
28228	3069
8919	10918
560	10811
28002	27168
783	10436
10346	21982
4495	22720
8096	23627
15157	23716
682	2327
13319	12911
1198	5286
5352	16355
25352	14143
22634	13202
12464	8304
19917	19132
15859	7087
7569	5303
27349	13910
10885	27753
20155	4830
22687	2426
3392	9312
18744	22837
19208	19030
6381	1617
8485	23090
27023	28415
9933	860
11813	11631
26996	2945
6785	20925
14853	10
5580	26878
12411	25564
914	19884
24313	14507
8864	20365
22597	7426
10729	9226
6641	12880
22160	21750
9809	10094
4658	13323
26484	14510
6210	18828
4439	6741
22188	10767
13154	15590
27363	6210
18669	27635
13984	17022
15964	8213
25579	19715
23991	16120
4164	11647
9599	23627
5991	13677
14885	10541
17188	25444
10650	5799
17399	9000
5839	20538
28756	14162
1543	19517
18473	18629
6910	10118
3984	11568
13290	22016
1343	23179
10405	9821
27694	22920
24322	7806
1789	13559
12807	15557
3045	6670
6759	17071
17452	7642
22769	24058
4171	23090
17404	17379
7784	9085
22102	9633
23444	6210
2929	21534
16756	24053
3118	25582
20280	16575
21939	1717
23090	19275
26077	3898
6960	2862
14033	21631
12668	28353
10887	3651
28195	1007
4862	7970
18958	2644
9465	16484
23738	25521
13213	14124
22102	14926
11731	28172
19985	7704
188	19859
17980	2405
7068	19985
17048	24326
5374	20282
13688	9626
25942	3866
16512	24451
9042	735
15881	11425
9419	26587
14438	7954
25024	23784
24106	21684
14507	14028
3976	6210
12078	3688
13503	18959
5184	14507
28184	16269
25090	658
12893	7139
22788	285
15470	5979
25115	6210
18521	26722
15918	14698
23672	5093
10221	24514
6210	20026
2872	22889
8719	14653
1999	22667
11676	4703
5664	6210
26907	22137
9886	28581
1233	22203
2712	25439
21343	16063
8145	27618
6469	9725
19417	21164
19274	11419
26041	21890
13954	28557
7521	17982
27162	11759
941	26673
4832	21635
23506	16433
14507	25937
6360	24026
23090	1276
23518	12870
5711	9729
8079	1435
22474	7898
26550	11759
7995	15323
5245	8869
17116	5067
7561	26006
6210	14512
24078	14141
22647	6237
24005	20193
9306	838
872	15995
27232	16472
22226	6210
15677	10386
22508	28716
16372	23687
21917	27585
15561	6210
828	2463
18680	12978
39	19382
1853	3525
23616	15993
20298	20140
16356	13251
3406	17961
27134	2341
7418	12668
18511	12168
17999	14442
28403	23750
2699	27564
6505	25352
4048	5278
26316	28150
3271	15721
5556	1765
19247	24859
5237	24273
5688	23320
28667	23964
10605	2656
19274	16843
18204	6210
6539	14822
19985	251
12393	16554
10409	10262
4938	18066
24945	19062
8503	9857
24885	28468
24839	19931
12227	5234
5440	22177
2385	21129
3271	21462
7367	25234
6210	14146
4420	12826
3105	3249
5901	20828
18395	23072
9963	4736
26239	9677
28588	6691
14579	18304
15016	25641
21531	19960
1554	14137
22544	25579
13539	7902
25709	5050
25567	25006
216	25579
13503	10984
16538	19143
21609	12605
1372	1199
28866	1061
13512	21330
16150	1975
22964	14841
22351	6611
7846	8213
20211	11668
3403	20333
19843	24077
16106	25378
28889	27433
1993	13888
4774	25579
2805	23026
4279	21736
23967	2341
19313	14526
12424	4052
23892	15455
25972	23839
8411	11655
1402	401
5776	18977
1263	4786
25260	14438
22806	6210
2637	7197
21916	4064
26946	3292
21562	1853
8213	4011
28802	3793
24775	4164
25579	8546
6210	19701
3068	27028
28765	6208
10722	257
12335	18395
28856	2683
7379	10367
6111	15483
28107	27786
17938	13503
6653	7293
12880	10713
17420	6240
2008	28666
10577	2683
3611	27798
16701	2260
26783	22887
23090	28155
11048	10439
4304	3464
9004	21854
11190	6205
27087	23990
8213	27927
12414	24053
24075	834
5301	14529
10200	26201
28412	10415
26656	7527
20311	718
13231	27158
23799	541
8517	9420
18931	13542
1753	9995
25352	13125
10044	18016
13424	21799
25579	10579
5833	22390
23124	12422
8278	1295
6210	18185
513	12184
25466	19701
539	18667
15988	12552
5813	7404
7921	23968
11024	23090
19918	4627
11475	20035
14166	4088
19985	25415
5181	15898
